area_name,lea_name,county,population_2022,age_0_14,age_15_34,age_35_64,age_65_plus,age_0_14_pct,age_15_34_pct,age_35_64_pct,age_65_plus_pct,birthplace_total,born_ireland,born_uk,born_poland,born_india,born_other_eu,born_rest_world,birthplace_not_stated,born_outside_ireland,born_ireland_pct,born_outside_ireland_pct,born_uk_pct,born_poland_pct,born_india_pct,born_other_eu_pct,born_rest_world_pct,birthplace_not_stated_pct,citizenship_total,citizen_ireland,citizen_uk,citizen_poland,citizen_india,citizen_other_eu,citizen_rest_world,citizenship_not_stated,non_irish_citizenship,citizen_ireland_pct,non_irish_citizenship_pct,citizen_uk_pct,citizen_poland_pct,citizen_india_pct,citizen_other_eu_pct,citizen_rest_world_pct,citizenship_not_stated_pct,ethnicity_white_irish,ethnicity_white_irish_traveller,ethnicity_other_white,ethnicity_black_or_black_irish,ethnicity_asian_or_asian_irish,ethnicity_other,ethnicity_not_stated,ethnicity_total,ethnicity_white_irish_pct,ethnicity_white_irish_traveller_pct,ethnicity_other_white_pct,ethnicity_black_or_black_irish_pct,ethnicity_asian_or_asian_irish_pct,ethnicity_other_pct,ethnicity_not_stated_pct,religion_catholic,religion_other,religion_none,religion_not_stated,religion_total,religion_catholic_pct,religion_other_pct,religion_none_pct,religion_not_stated_pct,language_spanish,language_french,language_polish,language_other_incl_not_stated,foreign_language_speakers,language_total,language_spanish_pct,language_french_pct,language_polish_pct,language_other_incl_not_stated_pct,foreign_language_speakers_pct,families_household_size_2_persons,families_household_size_3_persons,families_household_size_4_persons,families_household_size_5_persons,families_household_size_6_plus_persons,families_household_size_total,families_household_size_2_persons_pct,families_household_size_3_persons_pct,families_household_size_4_persons_pct,families_household_size_5_persons_pct,families_household_size_6_plus_persons_pct,persons_household_size_2_persons,persons_household_size_3_persons,persons_household_size_4_persons,persons_household_size_5_persons,persons_household_size_6_plus_persons,persons_household_size_total,persons_household_size_2_persons_pct,persons_household_size_3_persons_pct,persons_household_size_4_persons_pct,persons_household_size_5_persons_pct,persons_household_size_6_plus_persons_pct,children_household_size_2_persons,children_household_size_3_persons,children_household_size_4_persons,children_household_size_5_persons,children_household_size_6_plus_persons,children_household_size_total,children_household_size_2_persons_pct,children_household_size_3_persons_pct,children_household_size_4_persons_pct,children_household_size_5_persons_pct,children_household_size_6_plus_persons_pct,families_total,families_2_person_households,families_3_person_households,families_4_person_households,families_5_person_households,families_6_plus_person_households,families_2_person_households_pct,families_3_person_households_pct,families_4_person_households_pct,families_5_person_households_pct,families_6_plus_person_households_pct,status_at_work,status_looking_first_job,status_short_term_unemployed,status_long_term_unemployed,status_student,status_home_family,status_retired,status_unable_to_work,status_other,status_total_15_plus,status_unemployed,status_at_work_pct,status_student_pct,status_retired_pct,status_home_family_pct,status_unable_to_work_pct,status_looking_first_job_pct,status_short_term_unemployed_pct,status_long_term_unemployed_pct,status_unemployed_pct,status_other_pct
"Castleisland, Kerry",Castleisland,Kerry,18033,3467,3594,7624,3348,19.2,19.9,42.3,18.6,17610,15582,987,321,10,271,439,0,2028,88.5,11.5,5.6,1.8,0.1,1.5,2.5,0.0,17610,16295,365,296,8,243,157,246,1069,92.5,6.1,2.1,1.7,0.0,1.4,0.9,1.4,15808,19,1117,29,95,90,452,17610,89.8,0.1,6.3,0.2,0.5,0.5,2.6,15216,862,1401,554,18033,84.4,4.8,7.8,3.1,68,130,398,535,1131,1131,0.4,0.7,2.2,3.0,6.3,1907,1024,1065,560,191,4747,40.2,21.6,22.4,11.8,4.0,3814,3072,4260,2800,1194,15140,25.2,20.3,28.1,18.5,7.9,440,1205,2193,1698,815,6351,6.9,19.0,34.5,26.7,12.8,4747,1907,1024,1065,560,191,40.2,21.6,22.4,11.8,4.0,8004,112,295,294,1482,990,2653,657,79,14566,701,54.9,10.2,18.2,6.8,4.5,0.8,2.0,2.0,4.8,0.5
"Castleknock, Fingal",Castleknock,Fingal,47149,9761,11538,19308,6542,20.7,24.5,41.0,13.9,46731,34523,1756,836,708,3318,5590,0,12208,73.9,26.1,3.8,1.8,1.5,7.1,12.0,0.0,46731,37299,467,752,546,3518,2885,1264,8168,79.8,17.5,1.0,1.6,1.2,7.5,6.2,2.7,31877,132,6464,1010,2809,1612,2827,46731,68.2,0.3,13.8,2.2,6.0,3.4,6.0,28549,7777,7807,3016,47149,60.6,16.5,16.6,6.4,625,511,977,9348,11461,11461,1.3,1.1,2.1,19.8,24.3,4685,2697,2938,1315,446,12081,38.8,22.3,24.3,10.9,3.7,9370,8091,11752,6575,2815,38603,24.3,21.0,30.4,17.0,7.3,1028,3203,6051,3995,1944,16221,6.3,19.7,37.3,24.6,12.0,12081,4685,2697,2938,1315,446,38.8,22.3,24.3,10.9,3.7,22055,333,636,787,4018,2313,5875,1182,189,37388,1756,59.0,10.7,15.7,6.2,3.2,0.9,1.7,2.1,4.7,0.5
"Cavan-Belturbet, Cavan",Cavan-Belturbet,Cavan,27515,5878,6114,11127,4396,21.4,22.2,40.4,16.0,27205,19868,2277,1006,393,1891,1770,0,7337,73.0,27.0,8.4,3.7,1.4,7.0,6.5,0.0,27205,21495,671,899,287,1788,1068,997,4713,79.0,17.3,2.5,3.3,1.1,6.6,3.9,3.7,18886,313,4034,630,1253,545,1544,27205,69.4,1.2,14.8,2.3,4.6,2.0,5.7,19042,4168,2617,1688,27515,69.2,15.1,9.5,6.1,110,213,1222,4110,5655,5655,0.4,0.8,4.4,14.9,20.6,2749,1490,1441,773,362,6815,40.3,21.9,21.1,11.3,5.3,5498,4470,5764,3865,2310,21907,25.1,20.4,26.3,17.6,10.5,610,1796,2984,2363,1602,9355,6.5,19.2,31.9,25.3,17.1,6815,2749,1490,1441,773,362,40.3,21.9,21.1,11.3,5.3,11425,297,438,800,2033,1548,3727,1167,202,21637,1535,52.8,9.4,17.2,7.2,5.4,1.4,2.0,3.7,7.1,0.9
"Celbridge, Kildare",Celbridge,Kildare,22718,4742,5351,9983,2642,20.9,23.6,43.9,11.6,22506,18011,1043,466,359,1184,1443,0,4495,80.0,20.0,4.6,2.1,1.6,5.3,6.4,0.0,22506,19516,329,386,231,1053,588,403,2587,86.7,11.5,1.5,1.7,1.0,4.7,2.6,1.8,17446,65,2456,473,945,409,712,22506,77.5,0.3,10.9,2.1,4.2,1.8,3.2,14730,2582,4541,865,22718,64.8,11.4,20.0,3.8,250,280,562,2859,3951,3951,1.1,1.2,2.5,12.6,17.4,2049,1441,1573,704,220,5987,34.2,24.1,26.3,11.8,3.7,4098,4323,6292,3520,1376,19609,20.9,22.0,32.1,18.0,7.0,454,1701,3221,2139,944,8459,5.4,20.1,38.1,25.3,11.2,5987,2049,1441,1573,704,220,34.2,24.1,26.3,11.8,3.7,10918,121,260,331,2145,1084,2361,657,99,17976,712,60.7,11.9,13.1,6.0,3.7,0.7,1.4,1.8,4.0,0.6
"Clane, Kildare",Clane,Kildare,31210,6953,7387,13192,3678,22.3,23.7,42.3,11.8,30988,26656,1380,523,126,1023,1280,0,4332,86.0,14.0,4.5,1.7,0.4,3.3,4.1,0.0,30988,27688,413,466,75,992,561,793,2507,89.4,8.1,1.3,1.5,0.2,3.2,1.8,2.6,25767,82,2472,364,460,392,1451,30988,83.2,0.3,8.0,1.2,1.5,1.3,4.7,23431,2283,3896,1600,31210,75.1,7.3,12.5,5.1,155,284,637,2304,3380,3380,0.5,0.9,2.0,7.4,10.8,2886,1835,2044,1061,373,8199,35.2,22.4,24.9,12.9,4.5,5772,5505,8176,5305,2339,27097,21.3,20.3,30.2,19.6,8.6,724,2238,4249,3221,1604,12036,6.0,18.6,35.3,26.8,13.3,8199,2886,1835,2044,1061,373,35.2,22.4,24.9,12.9,4.5,14309,204,361,543,2673,1901,3044,1081,141,24257,1108,59.0,11.0,12.5,7.8,4.5,0.8,1.5,2.2,4.6,0.6
"Claremorris, Mayo",Claremorris,Mayo,29336,5878,6158,11883,5417,20.0,21.0,40.5,18.5,28949,22642,2074,653,157,1702,1721,0,6307,78.2,21.8,7.2,2.3,0.5,5.9,5.9,0.0,28949,24005,687,567,133,1592,977,988,3956,82.9,13.7,2.4,2.0,0.5,5.5,3.4,3.4,21982,344,3408,263,836,676,1440,28949,75.9,1.2,11.8,0.9,2.9,2.3,5.0,22299,2679,2656,1702,29336,76.0,9.1,9.1,5.8,124,190,762,3452,4528,4528,0.4,0.6,2.6,11.8,15.4,3049,1588,1529,918,372,7456,40.9,21.3,20.5,12.3,5.0,6098,4764,6116,4590,2371,23939,25.5,19.9,25.5,19.2,9.9,660,1858,3162,2791,1638,10109,6.5,18.4,31.3,27.6,16.2,7456,3049,1588,1529,918,372,40.9,21.3,20.5,12.3,5.0,12779,193,348,542,2364,1590,4377,1072,193,23458,1083,54.5,10.1,18.7,6.8,4.6,0.8,1.5,2.3,4.6,0.8
"Clondalkin, South Dublin",Clondalkin,South Dublin,52878,12216,12965,21590,6107,23.1,24.5,40.8,11.5,51781,40012,1496,2028,899,2887,4459,0,11769,77.3,22.7,2.9,3.9,1.7,5.6,8.6,0.0,51781,41795,415,1731,690,2870,2159,2121,7865,80.7,15.2,0.8,3.3,1.3,5.5,4.2,4.1,34808,465,6242,1774,2883,1056,4553,51781,67.2,0.9,12.1,3.4,5.6,2.0,8.8,32435,7103,7811,5529,52878,61.3,13.4,14.8,10.5,360,371,2313,8110,11154,11154,0.7,0.7,4.4,15.3,21.1,4945,3271,3083,1254,478,13031,37.9,25.1,23.7,9.6,3.7,9890,9813,12332,6270,3029,41334,23.9,23.7,29.8,15.2,7.3,1534,4146,6479,3859,2117,18135,8.5,22.9,35.7,21.3,11.7,13031,4945,3271,3083,1254,478,37.9,25.1,23.7,9.6,3.7,24232,375,819,1225,3934,2657,5218,1939,263,40662,2419,59.6,9.7,12.8,6.5,4.8,0.9,2.0,3.0,5.9,0.6
"Clonmel, Tipperary",Clonmel,Tipperary,25003,4578,5769,10278,4378,18.3,23.1,41.1,17.5,24829,20554,1163,914,406,743,1049,0,4275,82.8,17.2,4.7,3.7,1.6,3.0,4.2,0.0,24829,21255,359,800,343,696,579,797,2777,85.6,11.2,1.4,3.2,1.4,2.8,2.3,3.2,19457,172,2130,158,919,377,1616,24829,78.4,0.7,8.6,0.6,3.7,1.5,6.5,18928,1783,2529,1763,25003,75.7,7.1,10.1,7.1,77,145,1092,2082,3396,3396,0.3,0.6,4.4,8.3,13.6,2788,1525,1346,592,190,6441,43.3,23.7,20.9,9.2,2.9,5576,4575,5384,2960,1214,19709,28.3,23.2,27.3,15.0,6.2,760,1880,2810,1812,842,8104,9.4,23.2,34.7,22.4,10.4,6441,2788,1525,1346,592,190,43.3,23.7,20.9,9.2,2.9,11133,138,289,480,1917,1281,3811,1272,104,20425,907,54.5,9.4,18.7,6.3,6.2,0.7,1.4,2.4,4.4,0.5
"Clontarf, Dublin City",Clontarf,Dublin City,56957,9336,15036,22601,9984,16.4,26.4,39.7,17.5,56398,45800,2488,451,490,2950,4219,0,10598,81.2,18.8,4.4,0.8,0.9,5.2,7.5,0.0,56398,48080,619,385,448,2919,2608,1339,6979,85.3,12.4,1.1,0.7,0.8,5.2,4.6,2.4,45525,47,5154,448,1517,1446,2261,56398,80.7,0.1,9.1,0.8,2.7,2.6,4.0,35767,4754,13910,2526,56957,62.8,8.3,24.4,4.4,1080,841,531,5590,8042,8042,1.9,1.5,0.9,9.8,14.1,6228,2935,3083,1388,335,13969,44.6,21.0,22.1,9.9,2.4,12456,8805,12332,6940,2089,42622,29.2,20.7,28.9,16.3,4.9,1215,3472,6334,4200,1426,16647,7.3,20.9,38.0,25.2,8.6,13969,6228,2935,3083,1388,335,44.6,21.0,22.1,9.9,2.4,27952,258,637,808,4942,2324,9023,1498,179,47621,1703,58.7,10.4,18.9,4.9,3.1,0.5,1.3,1.7,3.6,0.4
"Cobh, Cork County",Cobh,Cork County,37214,8407,8437,15717,4653,22.6,22.7,42.2,12.5,36853,31016,1509,1206,161,1217,1744,0,5837,84.2,15.8,4.1,3.3,0.4,3.3,4.7,0.0,36853,32639,498,1032,88,1164,821,611,3603,88.6,9.8,1.4,2.8,0.2,3.2,2.2,1.7,30196,74,3627,666,664,554,1072,36853,81.9,0.2,9.8,1.8,1.8,1.5,2.9,27934,2521,5518,1241,37214,75.1,6.8,14.8,3.3,306,402,1575,2671,4954,4954,0.8,1.1,4.2,7.2,13.3,3560,2178,2550,1221,368,9877,36.0,22.1,25.8,12.4,3.7,7120,6534,10200,6105,2299,32258,22.1,20.3,31.6,18.9,7.1,830,2609,5243,3697,1578,13957,5.9,18.7,37.6,26.5,11.3,9877,3560,2178,2550,1221,368,36.0,22.1,25.8,12.4,3.7,17131,155,384,519,3207,2093,3856,1283,179,28807,1058,59.5,11.1,13.4,7.3,4.5,0.5,1.3,1.8,3.7,0.6
"Conamara North, Galway County",Conamara North,Galway County,18053,3124,3645,7319,3965,17.3,20.2,40.5,22.0,17534,14331,1642,176,47,585,753,0,3203,81.7,18.3,9.4,1.0,0.3,3.3,4.3,0.0,17534,15561,506,149,25,496,349,448,1525,88.7,8.7,2.9,0.8,0.1,2.8,2.0,2.6,14986,33,1498,34,164,155,664,17534,85.5,0.2,8.5,0.2,0.9,0.9,3.8,13609,1017,2603,824,18053,75.4,5.6,14.4,4.6,114,233,204,835,1386,1386,0.6,1.3,1.1,4.6,7.7,1988,919,931,476,184,4498,44.2,20.4,20.7,10.6,4.1,3976,2757,3724,2380,1152,13989,28.4,19.7,26.6,17.0,8.2,452,1111,1927,1448,791,5729,7.9,19.4,33.6,25.3,13.8,4498,1988,919,931,476,184,44.2,20.4,20.7,10.6,4.1,7455,92,280,396,1583,1016,3259,713,135,14929,768,49.9,10.6,21.8,6.8,4.8,0.6,1.9,2.7,5.1,0.9
"Conamara South, Galway County",Conamara South,Galway County,23345,4552,4790,9782,4221,19.5,20.5,41.9,18.1,22972,19489,1791,169,113,447,963,0,3483,84.8,15.2,7.8,0.7,0.5,1.9,4.2,0.0,22972,20867,361,141,88,391,373,751,1354,90.8,5.9,1.6,0.6,0.4,1.7,1.6,3.3,19989,10,1235,52,275,227,1184,22972,87.0,0.0,5.4,0.2,1.2,1.0,5.2,17606,1128,3245,1366,23345,75.4,4.8,13.9,5.9,131,264,217,1106,1718,1718,0.6,1.1,0.9,4.7,7.4,2297,1284,1303,744,266,5894,39.0,21.8,22.1,12.6,4.5,4594,3852,5212,3720,1658,19036,24.1,20.2,27.4,19.5,8.7,527,1522,2688,2248,1131,8116,6.5,18.8,33.1,27.7,13.9,5894,2297,1284,1303,744,266,39.0,21.8,22.1,12.6,4.5,10099,122,323,495,2131,1133,3600,733,157,18793,940,53.7,11.3,19.2,6.0,3.9,0.6,1.7,2.6,5.0,0.8
"Corca Dhuibhne, Kerry",Corca Dhuibhne,Kerry,14971,2744,2870,6284,3073,18.3,19.2,42.0,20.5,14423,12114,1122,166,20,474,527,0,2309,84.0,16.0,7.8,1.2,0.1,3.3,3.7,0.0,14423,12893,424,153,9,415,209,320,1210,89.4,8.4,2.9,1.1,0.1,2.9,1.4,2.2,12376,11,1301,22,110,124,479,14423,85.8,0.1,9.0,0.2,0.8,0.9,3.3,11177,843,2392,559,14971,74.7,5.6,16.0,3.7,96,134,229,709,1168,1168,0.6,0.9,1.5,4.7,7.8,1679,791,775,380,154,3779,44.4,20.9,20.5,10.1,4.1,3358,2373,3100,1900,967,11698,28.7,20.3,26.5,16.2,8.3,358,947,1598,1151,661,4715,7.6,20.1,33.9,24.4,14.0,3779,1679,791,775,380,154,44.4,20.9,20.5,10.1,4.1,6672,68,227,255,1125,813,2488,485,94,12227,550,54.6,9.2,20.3,6.6,4.0,0.6,1.9,2.1,4.5,0.8
"Cork City North East, Cork City",Cork City North East,Cork City,44235,7484,12329,18176,6246,16.9,27.9,41.1,14.1,43724,35626,1693,1014,400,2313,2678,0,8098,81.5,18.5,3.9,2.3,0.9,5.3,6.1,0.0,43724,36615,510,907,341,2304,1538,1509,5600,83.7,12.8,1.2,2.1,0.8,5.3,3.5,3.5,33293,378,4089,669,1158,853,3284,43724,76.1,0.9,9.4,1.5,2.6,2.0,7.5,29900,3068,7644,3623,44235,67.6,6.9,17.3,8.2,611,610,1038,3895,6154,6154,1.4,1.4,2.3,8.8,13.9,4645,2473,2383,1059,317,10877,42.7,22.7,21.9,9.7,2.9,9290,7419,9532,5295,2008,33544,27.7,22.1,28.4,15.8,6.0,1181,3073,4969,3226,1389,13838,8.5,22.2,35.9,23.3,10.0,10877,4645,2473,2383,1059,317,42.7,22.7,21.9,9.7,2.9,20620,375,670,963,4011,2329,5304,2266,213,36751,2008,56.1,10.9,14.4,6.3,6.2,1.0,1.8,2.6,5.5,0.6
"Cork City North West, Cork City",Cork City North West,Cork City,42306,7264,11523,16956,6563,17.2,27.2,40.1,15.5,42066,34537,1437,926,436,2334,2396,0,7529,82.1,17.9,3.4,2.2,1.0,5.5,5.7,0.0,42066,34825,406,810,423,2312,1434,1856,5385,82.8,12.8,1.0,1.9,1.0,5.5,3.4,4.4,30767,419,3818,548,1297,748,4469,42066,73.1,1.0,9.1,1.3,3.1,1.8,10.6,28537,2869,6115,4785,42306,67.5,6.8,14.5,11.3,466,480,986,3815,5747,5747,1.1,1.1,2.3,9.0,13.6,4565,2477,1973,818,328,10161,44.9,24.4,19.4,8.1,3.2,9130,7431,7892,4090,2089,30632,29.8,24.3,25.8,13.4,6.8,1389,3254,4172,2521,1460,12796,10.9,25.4,32.6,19.7,11.4,10161,4565,2477,1973,818,328,44.9,24.4,19.4,8.1,3.2,18406,357,691,1207,3400,2387,5390,2924,280,35042,2255,52.5,9.7,15.4,6.8,8.3,1.0,2.0,3.4,6.4,0.8
"Cork City South Central, Cork City",Cork City South Central,Cork City,41000,4936,15686,15035,5343,12.0,38.3,36.7,13.0,39873,28659,1661,923,887,3406,4337,0,11214,71.9,28.1,4.2,2.3,2.2,8.5,10.9,0.0,39873,29420,524,820,820,3375,2960,1954,8499,73.8,21.3,1.3,2.1,2.1,8.5,7.4,4.9,26778,122,5272,583,2329,1275,3514,39873,67.2,0.3,13.2,1.5,5.8,3.2,8.8,22731,4227,10175,3867,41000,55.4,10.3,24.8,9.4,927,681,931,5545,8084,8084,2.3,1.7,2.3,13.5,19.7,4104,1804,1455,568,174,8105,50.6,22.3,18.0,7.0,2.1,8208,5412,5820,2840,1091,23371,35.1,23.2,24.9,12.2,4.7,892,2158,3044,1727,754,8575,10.4,25.2,35.5,20.1,8.8,8105,4104,1804,1455,568,174,50.6,22.3,18.0,7.0,2.1,19962,313,654,805,5916,1795,4583,1806,230,36064,1772,55.4,16.4,12.7,5.0,5.0,0.9,1.8,2.2,4.9,0.6
"Cork City South East, Cork City",Cork City South East,Cork City,45400,8227,11503,18759,6911,18.1,25.3,41.3,15.2,44992,36974,1949,850,444,1854,2921,0,8018,82.2,17.8,4.3,1.9,1.0,4.1,6.5,0.0,44992,39073,500,742,404,1806,1430,1037,4882,86.8,10.9,1.1,1.6,0.9,4.0,3.2,2.3,35880,177,4073,630,1227,1004,2001,44992,79.7,0.4,9.1,1.4,2.7,2.2,4.4,30548,3853,8649,2350,45400,67.3,8.5,19.1,5.2,533,648,954,4041,6176,6176,1.2,1.4,2.1,8.9,13.6,4988,2608,2564,1251,353,11764,42.4,22.2,21.8,10.6,3.0,9976,7824,10256,6255,2223,36534,27.3,21.4,28.1,17.1,6.1,1039,3115,5297,3796,1529,14776,7.0,21.1,35.8,25.7,10.3,11764,4988,2608,2564,1251,353,42.4,22.2,21.8,10.6,3.0,21518,240,481,694,4079,2419,5978,1561,203,37173,1415,57.9,11.0,16.1,6.5,4.2,0.6,1.3,1.9,3.8,0.5
"Cork City South West, Cork City",Cork City South West,Cork City,51063,9154,14705,18995,8209,17.9,28.8,37.2,16.1,50283,40114,2015,1297,1242,1790,3825,0,10169,79.8,20.2,4.0,2.6,2.5,3.6,7.6,0.0,50283,42344,494,1144,1028,1669,2029,1575,6364,84.2,12.7,1.0,2.3,2.0,3.3,4.0,3.1,37913,149,4530,772,3118,1185,2616,50283,75.4,0.3,9.0,1.5,6.2,2.4,5.2,34938,5004,8073,3048,51063,68.4,9.8,15.8,6.0,429,580,1669,5914,8592,8592,0.8,1.1,3.3,11.6,16.8,5123,2696,2656,1242,370,12087,42.4,22.3,22.0,10.3,3.1,10246,8088,10624,6210,2337,37505,27.3,21.6,28.3,16.6,6.2,1228,3280,5508,3782,1614,15412,8.0,21.3,35.7,24.5,10.5,12087,5123,2696,2656,1242,370,42.4,22.3,22.0,10.3,3.1,22743,271,534,736,5933,2612,7072,1755,253,41909,1541,54.3,14.2,16.9,6.2,4.2,0.6,1.3,1.8,3.7,0.6
"Donaghmede, Dublin City",Donaghmede,Dublin City,47080,8791,12326,18552,7411,18.7,26.2,39.4,15.7,46726,37457,1711,828,670,2431,3629,0,9269,80.2,19.8,3.7,1.8,1.4,5.2,7.8,0.0,46726,39106,439,732,536,2584,2161,1168,6452,83.7,13.8,0.9,1.6,1.1,5.5,4.6,2.5,35252,130,5041,580,2049,1083,2591,46726,75.4,0.3,10.8,1.2,4.4,2.3,5.5,30468,4678,9029,2905,47080,64.7,9.9,19.2,6.2,648,385,958,6131,8122,8122,1.4,0.8,2.0,13.0,17.3,5346,2972,2603,1148,326,12395,43.1,24.0,21.0,9.3,2.6,10692,8916,10412,5740,2051,37811,28.3,23.6,27.5,15.2,5.4,1470,3768,5461,3508,1417,15624,9.4,24.1,35.0,22.5,9.1,12395,5346,2972,2603,1148,326,43.1,24.0,21.0,9.3,2.6,22140,296,664,983,3520,2367,6398,1737,184,38289,1943,57.8,9.2,16.7,6.2,4.5,0.8,1.7,2.6,5.1,0.5
"Donegal, Donegal",Donegal,Donegal,27924,5300,5641,11261,5722,19.0,20.2,40.3,20.5,27313,22242,3337,366,45,434,889,0,5071,81.4,18.6,12.2,1.3,0.2,1.6,3.3,0.0,27313,24832,659,361,28,394,454,585,1896,90.9,6.9,2.4,1.3,0.1,1.4,1.7,2.1,23940,96,1799,82,234,201,961,27313,87.7,0.4,6.6,0.3,0.9,0.7,3.5,21275,2859,2703,1087,27924,76.2,10.2,9.7,3.9,118,177,458,1067,1820,1820,0.4,0.6,1.6,3.8,6.5,3160,1516,1452,769,311,7208,43.8,21.0,20.1,10.7,4.3,6320,4548,5808,3845,1965,22486,28.1,20.2,25.8,17.1,8.7,670,1815,3014,2348,1354,9201,7.3,19.7,32.8,25.5,14.7,7208,3160,1516,1452,769,311,43.8,21.0,20.1,10.7,4.3,11746,141,434,588,2091,1426,4999,1091,108,22624,1163,51.9,9.2,22.1,6.3,4.8,0.6,1.9,2.6,5.1,0.5
"Drogheda Rural, Louth",Drogheda Rural,Louth,19845,4570,4868,8222,2185,23.0,24.5,41.4,11.0,19757,16226,926,327,134,945,1199,0,3531,82.1,17.9,4.7,1.7,0.7,4.8,6.1,0.0,19757,17378,267,264,88,897,470,393,1986,88.0,10.1,1.4,1.3,0.4,4.5,2.4,2.0,15522,84,1802,785,504,327,733,19757,78.6,0.4,9.1,4.0,2.6,1.7,3.7,14689,1832,2499,825,19845,74.0,9.2,12.6,4.2,188,184,403,2181,2956,2956,0.9,0.9,2.0,11.0,14.9,1617,1219,1393,733,233,5195,31.1,23.5,26.8,14.1,4.5,3234,3657,5572,3665,1461,17589,18.4,20.8,31.7,20.8,8.3,428,1531,2917,2251,1004,8131,5.3,18.8,35.9,27.7,12.3,5195,1617,1219,1393,733,233,31.1,23.5,26.8,14.1,4.5,8746,134,239,408,2085,1064,1832,676,91,15275,781,57.3,13.6,12.0,7.0,4.4,0.9,1.6,2.7,5.1,0.6
"Drogheda Urban, Louth",Drogheda Urban,Louth,28537,5211,7060,11837,4429,18.3,24.7,41.5,15.5,28387,21720,1146,618,315,2152,2436,0,6667,76.5,23.5,4.0,2.2,1.1,7.6,8.6,0.0,28387,22287,283,561,255,2122,1508,1371,4729,78.5,16.7,1.0,2.0,0.9,7.5,5.3,4.8,19551,79,3278,836,1455,618,2570,28387,68.9,0.3,11.5,2.9,5.1,2.2,9.1,18800,3245,3797,2695,28537,65.9,11.4,13.3,9.4,319,187,694,4408,5608,5608,1.1,0.7,2.4,15.4,19.7,3065,1729,1540,608,208,7150,42.9,24.2,21.5,8.5,2.9,6130,5187,6160,3040,1308,21825,28.1,23.8,28.2,13.9,6.0,960,2200,3243,1873,912,9188,10.4,23.9,35.3,20.4,9.9,7150,3065,1729,1540,608,208,42.9,24.2,21.5,8.5,2.9,12132,312,511,948,2242,1596,3990,1434,161,23326,1771,52.0,9.6,17.1,6.8,6.1,1.3,2.2,4.1,7.6,0.7
"Dundalk South, Louth",Dundalk South,Louth,38195,8419,9736,14854,5186,22.0,25.5,38.9,13.6,37847,28051,4141,485,319,2046,2805,0,9796,74.1,25.9,10.9,1.3,0.8,5.4,7.4,0.0,37847,32180,437,428,260,1968,1514,1060,4607,85.0,12.2,1.2,1.1,0.7,5.2,4.0,2.8,28330,489,3323,1780,1237,787,1901,37847,74.9,1.3,8.8,4.7,3.3,2.1,5.0,26806,4161,5005,2223,38195,70.2,10.9,13.1,5.8,324,398,603,4799,6124,6124,0.8,1.0,1.6,12.6,16.0,3785,2223,2158,1109,430,9705,39.0,22.9,22.2,11.4,4.4,7570,6669,8632,5545,2747,31163,24.3,21.4,27.7,17.8,8.8,1072,2844,4582,3409,1917,13824,7.8,20.6,33.1,24.7,13.9,9705,3785,2223,2158,1109,430,39.0,22.9,22.2,11.4,4.4,15888,386,636,1110,3529,2057,4541,1396,233,29776,2132,53.4,11.9,15.3,6.9,4.7,1.3,2.1,3.7,7.2,0.8
"Dundalk-Carlingford, Louth",Dundalk-Carlingford,Louth,26092,5256,6115,10500,4221,20.1,23.4,40.2,16.2,25828,19367,3498,249,46,1195,1473,0,6461,75.0,25.0,13.5,1.0,0.2,4.6,5.7,0.0,25828,22087,347,224,38,1197,774,1161,2580,85.5,10.0,1.3,0.9,0.1,4.6,3.0,4.5,19618,228,1852,873,339,332,2586,25828,76.0,0.9,7.2,3.4,1.3,1.3,10.0,18571,2088,2721,2712,26092,71.2,8.0,10.4,10.4,205,211,257,2306,2979,2979,0.8,0.8,1.0,8.8,11.4,2457,1486,1261,702,328,6234,39.4,23.8,20.2,11.3,5.3,4914,4458,5044,3510,2096,20022,24.5,22.3,25.2,17.5,10.5,738,1900,2692,2139,1454,8923,8.3,21.3,30.2,24.0,16.3,6234,2457,1486,1261,702,328,39.4,23.8,20.2,11.3,5.3,10433,251,447,836,2299,1598,3659,1158,155,20836,1534,50.1,11.0,17.6,7.7,5.6,1.2,2.1,4.0,7.4,0.7
"Dundrum, Dún Laoghaire-Rathdown",Dundrum,Dún Laoghaire-Rathdown,31861,5669,7895,12260,6037,17.8,24.8,38.5,18.9,31470,25430,1516,224,340,1173,2787,0,6040,80.8,19.2,4.8,0.7,1.1,3.7,8.9,0.0,31470,27536,402,205,309,1114,1599,305,3629,87.5,11.5,1.3,0.7,1.0,3.5,5.1,1.0,25533,45,2684,210,1295,1017,686,31470,81.1,0.1,8.5,0.7,4.1,3.2,2.2,19393,3954,7644,870,31861,60.9,12.4,24.0,2.7,630,489,274,3434,4827,4827,2.0,1.5,0.9,10.8,15.2,3549,1665,1814,843,216,8087,43.9,20.6,22.4,10.4,2.7,7098,4995,7256,4215,1333,24897,28.5,20.1,29.1,16.9,5.4,708,1955,3722,2544,905,9834,7.2,19.9,37.8,25.9,9.2,8087,3549,1665,1814,843,216,43.9,20.6,22.4,10.4,2.7,14426,150,333,470,2997,1632,5284,783,117,26192,953,55.1,11.4,20.2,6.2,3.0,0.6,1.3,1.8,3.6,0.4
